bAllTiles,64,0,32,0,32,32,0
bAllTiles,96,0,32,0,32,32,0
bAllTiles,128,0,32,0,32,32,0
bAllTiles,160,0,32,0,32,32,0
bAllTiles,192,0,32,0,32,32,0
bAllTiles,224,0,32,0,32,32,0
bAllTiles,256,0,32,0,32,32,0
bAllTiles,288,0,32,0,32,32,0
bAllTiles,320,0,32,0,32,32,0
bAllTiles,352,0,32,0,32,32,0
bAllTiles,384,0,32,0,32,32,0
bAllTiles,416,0,32,0,32,32,0
bAllTiles,448,0,32,0,32,32,0
bAllTiles,480,0,32,0,32,32,0
bAllTiles,512,0,32,0,32,32,0
bAllTiles,544,0,32,0,32,32,0
bAllTiles,576,0,32,0,32,32,0
bAllTiles,608,0,32,0,32,32,0
bAllTiles,640,0,32,0,32,32,0
bAllTiles,672,0,32,0,32,32,0
bAllTiles,704,0,32,0,32,32,0
bAllTiles,736,0,32,0,32,32,0
bAllTiles,768,0,32,0,32,32,0
bAllTiles,0,32,32,0,32,32,0
bAllTiles,0,64,32,0,32,32,0
bAllTiles,0,96,32,0,32,32,0
bAllTiles,0,128,32,0,32,32,0
bAllTiles,0,160,32,0,32,32,0
bAllTiles,0,192,32,0,32,32,0
bAllTiles,0,224,32,0,32,32,0
bAllTiles,0,256,32,0,32,32,0
bAllTiles,0,288,32,0,32,32,0
bAllTiles,0,320,32,0,32,32,0
bAllTiles,0,352,32,0,32,32,0
bAllTiles,0,384,32,0,32,32,0
bAllTiles,0,416,32,0,32,32,0
bAllTiles,0,448,32,0,32,32,0
bAllTiles,0,480,32,0,32,32,0
bAllTiles,0,512,32,0,32,32,0
bAllTiles,0,544,32,0,32,32,0
bAllTiles,0,576,32,0,32,32,0
bAllTiles,768,576,32,0,32,32,0
bAllTiles,768,544,32,0,32,32,0
bAllTiles,768,512,32,0,32,32,0
bAllTiles,768,480,32,0,32,32,0
bAllTiles,768,448,32,0,32,32,0
bAllTiles,768,416,32,0,32,32,0
bAllTiles,768,384,32,0,32,32,0
bAllTiles,768,352,32,0,32,32,0
bAllTiles,768,320,32,0,32,32,0
bAllTiles,768,288,32,0,32,32,0
bAllTiles,768,256,32,0,32,32,0
bAllTiles,768,224,32,0,32,32,0
bAllTiles,768,192,32,0,32,32,0
bAllTiles,768,160,32,0,32,32,0
bAllTiles,768,128,32,0,32,32,0
bAllTiles,768,96,32,0,32,32,0
bAllTiles,768,64,32,0,32,32,0
bAllTiles,768,32,32,0,32,32,0
bAllTiles,32,576,0,0,32,32,0
bAllTiles,64,576,0,0,32,32,0
bAllTiles,96,576,0,0,32,32,0
bAllTiles,128,576,0,0,32,32,0
bAllTiles,160,576,0,0,32,32,0
bAllTiles,192,576,0,0,32,32,0
bAllTiles,224,576,0,0,32,32,0
bAllTiles,256,576,0,0,32,32,0
bAllTiles,288,576,0,0,32,32,0
bAllTiles,320,576,0,0,32,32,0
bAllTiles,352,576,0,0,32,32,0
bAllTiles,384,576,0,0,32,32,0
bAllTiles,416,576,0,0,32,32,0
bAllTiles,448,576,0,0,32,32,0
bAllTiles,480,576,0,0,32,32,0
bAllTiles,512,576,0,0,32,32,0
bAllTiles,544,576,0,0,32,32,0
bAllTiles,576,576,0,0,32,32,0
bAllTiles,608,576,0,0,32,32,0
bAllTiles,640,576,0,0,32,32,0
bAllTiles,672,576,0,0,32,32,0
bAllTiles,704,576,0,0,32,32,0
bAllTiles,736,576,0,0,32,32,0
