objSpikeUp,480,416,,0,1,1,4294967295,0
objSpikeUp,416,448,,0,1,1,4294967295,0
objSpikeUp,448,544,,0,1,1,4294967295,0
objSpikeUp,480,544,,0,1,1,4294967295,0
objSpikeUp,512,544,,0,1,1,4294967295,0
objSpikeUp,544,544,,0,1,1,4294967295,0
objSpikeUp,576,544,,0,1,1,4294967295,0
objSpikeUp,640,544,,0,1,1,4294967295,0
objSpikeUp,672,544,,0,1,1,4294967295,0
objSpikeUp,704,544,,0,1,1,4294967295,0
objSpikeUp,640,416,,0,1,1,4294967295,0
objSpikeUp,608,416,,0,1,1,4294967295,0
objSpikeUp,576,384,,0,1,1,4294967295,0
objSpikeUp,384,288,,0,1,1,4294967295,0
objSpikeUp,512,288,,0,1,1,4294967295,0
objSpikeUp,576,256,,0,1,1,4294967295,0
objSpikeRight,384,384,,0,1,1,4294967295,0
objSpikeRight,512,448,,0,1,1,4294967295,0
objSpikeRight,448,480,,0,1,1,4294967295,0
objSpikeDown,352,416,,0,1,1,4294967295,0
objSpikeLeft,544,448,,0,1,1,4294967295,0
objSpikeLeft,736,544,,0,1,1,4294967295,0
objSpikeLeft,480,320,,0,1,1,4294967295,0
objSpikeDown,576,480,,0,1,1,4294967295,0
objSpikeDown,672,224,,0,1,1,4294967295,0
objBlockDynamic,704,352,5B0FAE99,0,1,1,4294967295,0
objBlockDynamic,416,544,3336A50B,0,1,1,4294967295,0
objWalljumpR,96,416,,0,1,1,4294967295,0
objWalljumpR,352,352,,0,1,1,4294967295,0
objSave,64,544,,0,1,1,4294967295,0
objMovingPlatform,224,352,,0,1,1,4294967295,0
objSaveMedium,224,320,,0,1,1,4294967295,0
objSave,96,96,,0,1,1,4294967295,0
objSaveMediumFlip,416,32,,0,1,1,4294967295,0
objSidewayPlatform,592,192,,0,1,1,4294967295,0
objSaveVHard,608,544,,0,1,1,4294967295,0
objSaveMedium,672,416,,0,1,1,4294967295,0
objMovingPlatformNoBounce,736,560,DB1C1BD7,0,1,1,4294967295,0
objSaveBlocker,256,320,,0,1,1,4294967295,0
objKillerBlock,288,224,,0,1,1,4294967295,0
objCherry,304,344,,0,1,1,4294967295,0
objGameClear,64,64,,0,1,1,4294967295,0
objGravityUp,416,64,,0,1,1,4294967295,0
objGravityDown,736,32,,0,1,1,4294967295,0
objCherry,656,144,,0,1,1,4294967295,0
objWarp,640,160,95A98B24,0,1,1,4294967295,0
objJumpRefresher,48,368,,0,1,1,4294967295,0
objToggleDot,704,192,,0,1,1,4294967295,0
objTogglePlayer,640,224,,0,1,1,4294967295,0
objKillerBlock,672,288,,0,1,1,4294967295,0
objCherry,432,336,,0,1,1,4294967295,0
objFreeTrigger,384,352,ECC33D4F,0,1,1,4294967295,0
objFreeTrigger,736,448,EE858316,0,1,1,4294967295,0
objFreeTrigger,640,352,152328C6,0,1,1,4294967295,0
objPlayerStart,32,544,,0,1,1,4294967295,0
